student_id,name,email,university,tier,cgpa,skills,interests,location,preferred_location
STU_0231,student 231,student231@university.edu,iit bombay,Tier-2,6.74,"java, python, web development",mobile apps,chennai,hyderabad
STU_0232,student 232,student232@university.edu,iit delhi,Tier-2,7.16,"machine learning, python, web development",data science,mumbai,mumbai
STU_0233,student 233,student233@university.edu,bits pilani,Tier-1,8.55,"machine learning, java, java, sql","web development, mobile apps",bangalore,chennai
STU_0234,student 234,student234@university.edu,bits pilani,Tier-2,6.73,"web development, machine learning",data science,bangalore,mumbai
STU_0235,student 235,student235@university.edu,iit delhi,Tier-2,9.05,"python, sql, data analysis",software development,hyderabad,delhi
STU_0236,student 236,student236@university.edu,iit bombay,Tier-2,7.99,"java, sql, machine learning, web development",web development,bangalore,hyderabad
STU_0237,student 237,student237@university.edu,iit delhi,Tier-2,7.94,"java, machine learning, data analysis",ai/ml,mumbai,delhi
STU_0238,student 238,student238@university.edu,bits pilani,Tier-2,8.28,"web development, java",data science,bangalore,pune
STU_0239,student 239,student239@university.edu,vit chennai,Tier-1,8.97,"java, web development","software development, web development",delhi,mumbai
STU_0240,student 240,student240@university.edu,vit chennai,Tier-2,7.54,"java, web development, python, sql",data science,bangalore,hyderabad
STU_0241,student 241,student241@university.edu,nit trichy,Tier-2,8.53,"python, web development, machine learning, python",web development,chennai,pune
STU_0242,student 242,student242@university.edu,iit delhi,Tier-2,8.2,"python, python",data science,delhi,hyderabad
STU_0243,student 243,student243@university.edu,iit delhi,Tier-1,7.3,"web development, machine learning, java",mobile apps,hyderabad,pune
STU_0244,student 244,student244@university.edu,nit trichy,Tier-3,9.14,"data analysis, python",software development,chennai,delhi
STU_0245,student 245,student245@university.edu,nit trichy,Tier-2,8.89,"web development, web development","ai/ml, mobile apps",mumbai,chennai
STU_0246,student 246,student246@university.edu,nit trichy,Tier-2,8.48,"machine learning, java, sql","ai/ml, software development",mumbai,mumbai
STU_0247,student 247,student247@university.edu,bits pilani,Tier-3,9.05,"data analysis, python",ai/ml,mumbai,bangalore
STU_0248,student 248,student248@university.edu,iit delhi,Tier-2,9.1,"java, data analysis","software development, software development",chennai,bangalore
STU_0249,student 249,student249@university.edu,bits pilani,Tier-1,8.63,"data analysis, java, python","ai/ml, web development",chennai,delhi
STU_0250,student 250,student250@university.edu,nit trichy,Tier-2,9.01,"web development, web development, java",mobile apps,chennai,mumbai
STU_0251,student 251,student251@university.edu,iit delhi,Tier-2,8.59,"python, java, java","ai/ml, software development",delhi,mumbai
STU_0252,student 252,student252@university.edu,bits pilani,Tier-3,8.54,"sql, web development, data analysis","data science, ai/ml",pune,delhi
STU_0253,student 253,student253@university.edu,bits pilani,Tier-2,8.36,"data analysis, machine learning, sql, java","ai/ml, software development",delhi,mumbai
STU_0254,student 254,student254@university.edu,nit trichy,Tier-1,8.76,"sql, python, web development, machine learning",data science,mumbai,chennai
STU_0255,student 255,student255@university.edu,iit delhi,Tier-2,6.98,"machine learning, data analysis, machine learning",ai/ml,pune,delhi
STU_0256,student 256,student256@university.edu,nit trichy,Tier-2,9.14,"web development, data analysis, machine learning",data science,bangalore,chennai
STU_0257,student 257,student257@university.edu,iit delhi,Tier-2,9.12,"sql, web development, python","web development, data science",mumbai,mumbai
STU_0258,student 258,student258@university.edu,vit chennai,Tier-2,6.59,"machine learning, java, python","mobile apps, data science",hyderabad,delhi
STU_0259,student 259,student259@university.edu,iit bombay,Tier-2,8.98,"java, python, data analysis, sql","ai/ml, mobile apps",delhi,mumbai
STU_0260,student 260,student260@university.edu,iit bombay,Tier-3,6.89,"java, machine learning","mobile apps, software development",chennai,delhi
STU_0261,student 261,student261@university.edu,iit bombay,Tier-2,7.51,"data analysis, machine learning, python, sql",ai/ml,delhi,mumbai
STU_0262,student 262,student262@university.edu,nit trichy,Tier-2,8.73,"sql, sql, web development","software development, web development",chennai,chennai
STU_0263,student 263,student263@university.edu,vit chennai,Tier-1,6.98,"sql, machine learning, java, machine learning","web development, ai/ml",pune,chennai
STU_0264,student 264,student264@university.edu,iit delhi,Tier-1,8.95,"machine learning, web development",web development,hyderabad,mumbai
STU_0265,student 265,student265@university.edu,bits pilani,Tier-2,9.0,"python, data analysis","software development, ai/ml",pune,delhi
STU_0266,student 266,student266@university.edu,iit delhi,Tier-1,8.02,"java, machine learning, machine learning","data science, mobile apps",hyderabad,bangalore
STU_0267,student 267,student267@university.edu,bits pilani,Tier-1,6.52,"machine learning, java, sql","mobile apps, ai/ml",delhi,chennai
STU_0268,student 268,student268@university.edu,iit delhi,Tier-2,7.36,"sql, sql","web development, web development",chennai,chennai
STU_0269,student 269,student269@university.edu,vit chennai,Tier-1,8.35,"sql, data analysis, python",data science,pune,pune
STU_0270,student 270,student270@university.edu,bits pilani,Tier-3,9.44,"web development, machine learning",ai/ml,hyderabad,bangalore
STU_0271,student 271,student271@university.edu,nit trichy,Tier-1,8.4,"web development, machine learning, data analysis, data analysis","software development, data science",mumbai,mumbai
STU_0272,student 272,student272@university.edu,iit delhi,Tier-2,7.28,"data analysis, sql, python",mobile apps,mumbai,delhi
STU_0273,student 273,student273@university.edu,iit delhi,Tier-2,8.4,"data analysis, python, web development, web development","mobile apps, mobile apps",pune,pune
STU_0274,student 274,student274@university.edu,bits pilani,Tier-3,8.12,"data analysis, web development",software development,chennai,mumbai
STU_0275,student 275,student275@university.edu,nit trichy,Tier-1,8.84,"machine learning, machine learning, data analysis","mobile apps, software development",pune,hyderabad
STU_0276,student 276,student276@university.edu,nit trichy,Tier-2,6.82,"sql, sql, web development",ai/ml,delhi,chennai
STU_0277,student 277,student277@university.edu,vit chennai,Tier-3,8.78,"sql, python",web development,hyderabad,hyderabad
STU_0278,student 278,student278@university.edu,nit trichy,Tier-3,8.12,"machine learning, java",ai/ml,delhi,chennai
STU_0279,student 279,student279@university.edu,nit trichy,Tier-3,9.39,"data analysis, data analysis, web development","mobile apps, data science",mumbai,chennai
STU_0280,student 280,student280@university.edu,nit trichy,Tier-2,7.53,"web development, machine learning, web development, python","web development, web development",hyderabad,hyderabad
STU_0281,student 281,student281@university.edu,iit bombay,Tier-1,8.4,"java, data analysis, sql",software development,pune,hyderabad
STU_0282,student 282,student282@university.edu,vit chennai,Tier-2,9.3,"sql, java",data science,delhi,mumbai
STU_0283,student 283,student283@university.edu,iit delhi,Tier-3,6.81,"machine learning, machine learning, python, web development",mobile apps,bangalore,pune
STU_0284,student 284,student284@university.edu,bits pilani,Tier-2,9.31,"data analysis, sql, machine learning",software development,chennai,pune
STU_0285,student 285,student285@university.edu,iit delhi,Tier-2,8.56,"java, web development, machine learning","data science, mobile apps",chennai,hyderabad
STU_0286,student 286,student286@university.edu,vit chennai,Tier-2,6.7,"data analysis, python, web development",mobile apps,bangalore,mumbai
STU_0287,student 287,student287@university.edu,bits pilani,Tier-3,7.4,"machine learning, java, python, sql","software development, data science",mumbai,pune
STU_0288,student 288,student288@university.edu,vit chennai,Tier-1,8.62,"java, java, sql, python","software development, data science",hyderabad,mumbai
STU_0289,student 289,student289@university.edu,nit trichy,Tier-2,6.7,"data analysis, python, web development, machine learning",mobile apps,chennai,mumbai
STU_0290,student 290,student290@university.edu,bits pilani,Tier-2,8.25,"data analysis, sql, sql, python",data science,bangalore,chennai
STU_0291,student 291,student291@university.edu,nit trichy,Tier-2,7.54,"java, java","ai/ml, mobile apps",pune,pune
STU_0292,student 292,student292@university.edu,iit delhi,Tier-2,8.36,"machine learning, data analysis, python, machine learning",data science,bangalore,pune
STU_0293,student 293,student293@university.edu,iit delhi,Tier-1,6.64,"sql, machine learning","mobile apps, software development",mumbai,chennai
STU_0294,student 294,student294@university.edu,bits pilani,Tier-2,9.11,"python, data analysis, web development",data science,mumbai,hyderabad
STU_0295,student 295,student295@university.edu,bits pilani,Tier-2,9.42,"python, web development, web development, data analysis","ai/ml, data science",delhi,chennai
STU_0296,student 296,student296@university.edu,vit chennai,Tier-2,9.41,"machine learning, machine learning, python",data science,chennai,pune
STU_0297,student 297,student297@university.edu,vit chennai,Tier-1,8.75,"python, sql, machine learning, web development",mobile apps,delhi,pune
STU_0298,student 298,student298@university.edu,nit trichy,Tier-2,6.89,"java, sql, python, data analysis",mobile apps,bangalore,hyderabad
STU_0299,student 299,student299@university.edu,bits pilani,Tier-2,8.77,"sql, sql, sql, java","web development, mobile apps",hyderabad,chennai
STU_0300,student 300,student300@university.edu,iit delhi,Tier-1,6.57,"data analysis, data analysis, machine learning",mobile apps,hyderabad,delhi
STU_0301,student 301,student301@university.edu,vit chennai,Tier-2,6.57,"data analysis, sql","mobile apps, web development",mumbai,delhi
STU_0302,student 302,student302@university.edu,vit chennai,Tier-1,7.47,"data analysis, data analysis, sql, machine learning","data science, data science",hyderabad,hyderabad
STU_0303,student 303,student303@university.edu,iit delhi,Tier-1,7.97,"python, data analysis","ai/ml, software development",hyderabad,chennai
STU_0304,student 304,student304@university.edu,vit chennai,Tier-3,8.81,"data analysis, data analysis, python",software development,hyderabad,chennai
STU_0305,student 305,student305@university.edu,nit trichy,Tier-2,8.55,"data analysis, sql, sql, java","web development, ai/ml",bangalore,mumbai
STU_0306,student 306,student306@university.edu,bits pilani,Tier-3,7.84,"python, machine learning, machine learning, web development","software development, data science",hyderabad,pune
STU_0307,student 307,student307@university.edu,iit delhi,Tier-2,7.32,"data analysis, python, sql, machine learning","web development, ai/ml",pune,bangalore
STU_0308,student 308,student308@university.edu,bits pilani,Tier-2,9.49,"python, machine learning, sql, machine learning","ai/ml, web development",hyderabad,hyderabad
STU_0309,student 309,student309@university.edu,vit chennai,Tier-3,7.78,"data analysis, web development, web development","ai/ml, mobile apps",hyderabad,bangalore
STU_0310,student 310,student310@university.edu,vit chennai,Tier-2,7.85,"data analysis, python",data science,delhi,bangalore
STU_0311,student 311,student311@university.edu,iit delhi,Tier-2,6.99,"machine learning, python","data science, ai/ml",bangalore,hyderabad
STU_0312,student 312,student312@university.edu,nit trichy,Tier-2,8.88,"sql, web development, sql",software development,mumbai,chennai
STU_0313,student 313,student313@university.edu,iit bombay,Tier-2,8.58,"sql, data analysis","software development, data science",delhi,hyderabad
STU_0314,student 314,student314@university.edu,iit delhi,Tier-3,7.16,"python, machine learning, sql",software development,chennai,bangalore
STU_0315,student 315,student315@university.edu,iit bombay,Tier-3,6.75,"python, web development, data analysis","ai/ml, mobile apps",bangalore,pune
STU_0316,student 316,student316@university.edu,iit bombay,Tier-3,8.54,"python, web development, data analysis","data science, software development",pune,pune
STU_0317,student 317,student317@university.edu,nit trichy,Tier-1,8.46,"data analysis, machine learning",mobile apps,bangalore,pune
STU_0318,student 318,student318@university.edu,iit bombay,Tier-3,7.32,"sql, data analysis, java, web development","data science, mobile apps",chennai,chennai
STU_0319,student 319,student319@university.edu,iit bombay,Tier-3,9.35,"web development, web development, machine learning, web development","mobile apps, mobile apps",chennai,delhi
STU_0320,student 320,student320@university.edu,nit trichy,Tier-1,6.95,"machine learning, python, web development, web development",software development,chennai,hyderabad
STU_0321,student 321,student321@university.edu,iit bombay,Tier-1,7.8,"web development, python",mobile apps,mumbai,pune
STU_0322,student 322,student322@university.edu,iit bombay,Tier-3,9.33,"python, java, python, web development",software development,hyderabad,hyderabad
STU_0323,student 323,student323@university.edu,iit bombay,Tier-2,7.76,"machine learning, data analysis, machine learning, data analysis",ai/ml,bangalore,pune
STU_0324,student 324,student324@university.edu,iit delhi,Tier-3,8.42,"python, sql, java, machine learning",software development,hyderabad,chennai
STU_0325,student 325,student325@university.edu,iit delhi,Tier-1,7.69,"data analysis, web development",mobile apps,hyderabad,delhi
STU_0326,student 326,student326@university.edu,iit delhi,Tier-3,7.32,"data analysis, machine learning, python, web development",data science,pune,delhi
STU_0327,student 327,student327@university.edu,nit trichy,Tier-2,9.45,"machine learning, machine learning, machine learning, machine learning","data science, ai/ml",chennai,pune
STU_0328,student 328,student328@university.edu,vit chennai,Tier-1,7.73,"machine learning, web development, sql",ai/ml,mumbai,chennai
STU_0329,student 329,student329@university.edu,iit bombay,Tier-1,9.18,"machine learning, java, java",ai/ml,pune,mumbai
STU_0330,student 330,student330@university.edu,iit bombay,Tier-3,7.19,"python, python, data analysis, data analysis",mobile apps,delhi,hyderabad
STU_0331,student 331,student331@university.edu,nit trichy,Tier-2,7.14,"python, java, python",ai/ml,mumbai,hyderabad
STU_0332,student 332,student332@university.edu,iit bombay,Tier-2,6.59,"machine learning, data analysis","software development, web development",hyderabad,bangalore
STU_0333,student 333,student333@university.edu,iit delhi,Tier-2,8.46,"sql, sql, machine learning","data science, web development",mumbai,chennai
STU_0334,student 334,student334@university.edu,vit chennai,Tier-3,7.61,"python, python, web development",data science,chennai,bangalore
STU_0335,student 335,student335@university.edu,bits pilani,Tier-2,9.09,"python, sql",data science,delhi,pune
STU_0336,student 336,student336@university.edu,iit bombay,Tier-3,7.92,"sql, web development, machine learning","data science, ai/ml",chennai,bangalore
STU_0337,student 337,student337@university.edu,iit delhi,Tier-2,9.4,"web development, web development","ai/ml, data science",delhi,delhi
STU_0338,student 338,student338@university.edu,bits pilani,Tier-2,7.06,"python, data analysis, python",mobile apps,pune,hyderabad
STU_0339,student 339,student339@university.edu,vit chennai,Tier-2,9.11,"sql, machine learning, machine learning",ai/ml,hyderabad,bangalore
STU_0340,student 340,student340@university.edu,bits pilani,Tier-2,8.83,"java, web development","data science, mobile apps",delhi,delhi
STU_0341,student 341,student341@university.edu,iit delhi,Tier-3,8.81,"python, data analysis",ai/ml,delhi,chennai
STU_0342,student 342,student342@university.edu,bits pilani,Tier-2,9.03,"sql, data analysis, data analysis",mobile apps,delhi,bangalore
STU_0343,student 343,student343@university.edu,nit trichy,Tier-2,8.78,"python, web development","data science, software development",mumbai,pune
STU_0344,student 344,student344@university.edu,bits pilani,Tier-3,8.38,"python, python",software development,pune,pune
STU_0345,student 345,student345@university.edu,iit bombay,Tier-2,6.89,"sql, sql","web development, data science",mumbai,pune
STU_0346,student 346,student346@university.edu,iit bombay,Tier-2,6.6,"python, web development, sql, data analysis","web development, web development",hyderabad,hyderabad
STU_0347,student 347,student347@university.edu,nit trichy,Tier-3,9.26,"sql, web development, data analysis, web development","data science, data science",delhi,bangalore
STU_0348,student 348,student348@university.edu,iit delhi,Tier-2,8.35,"machine learning, sql",software development,pune,chennai
STU_0349,student 349,student349@university.edu,iit bombay,Tier-1,8.89,"web development, web development","mobile apps, mobile apps",pune,bangalore
STU_0350,student 350,student350@university.edu,vit chennai,Tier-3,7.94,"python, web development","web development, mobile apps",bangalore,hyderabad
STU_0351,student 351,student351@university.edu,iit bombay,Tier-2,6.85,"machine learning, java, web development",software development,hyderabad,delhi
STU_0352,student 352,student352@university.edu,iit bombay,Tier-2,6.88,"sql, data analysis",ai/ml,pune,hyderabad
STU_0353,student 353,student353@university.edu,iit delhi,Tier-1,8.56,"data analysis, web development, python, machine learning",ai/ml,delhi,pune
STU_0354,student 354,student354@university.edu,bits pilani,Tier-3,7.79,"java, java, machine learning","ai/ml, web development",delhi,delhi
STU_0355,student 355,student355@university.edu,iit bombay,Tier-2,7.1,"python, machine learning, java",web development,pune,pune
STU_0356,student 356,student356@university.edu,nit trichy,Tier-2,7.97,"sql, machine learning","ai/ml, software development",mumbai,mumbai
STU_0357,student 357,student357@university.edu,bits pilani,Tier-3,6.69,"python, machine learning",ai/ml,hyderabad,hyderabad
STU_0358,student 358,student358@university.edu,vit chennai,Tier-3,8.25,"sql, python, java","ai/ml, ai/ml",delhi,hyderabad
STU_0359,student 359,student359@university.edu,iit delhi,Tier-1,7.31,"web development, python, java, java","data science, data science",pune,chennai
STU_0360,student 360,student360@university.edu,vit chennai,Tier-2,8.89,"sql, web development, java, data analysis","web development, software development",delhi,bangalore
STU_0361,student 361,student361@university.edu,bits pilani,Tier-2,7.43,"sql, data analysis, python",data science,pune,delhi
STU_0362,student 362,student362@university.edu,bits pilani,Tier-3,7.87,"machine learning, sql","data science, software development",hyderabad,delhi
STU_0363,student 363,student363@university.edu,bits pilani,Tier-1,6.53,"sql, web development, java","mobile apps, mobile apps",pune,chennai
STU_0364,student 364,student364@university.edu,vit chennai,Tier-2,6.72,"data analysis, sql","software development, web development",bangalore,chennai
STU_0365,student 365,student365@university.edu,bits pilani,Tier-3,7.68,"java, python, python",ai/ml,pune,bangalore
STU_0366,student 366,student366@university.edu,vit chennai,Tier-3,7.94,"machine learning, sql, sql",ai/ml,pune,pune
STU_0367,student 367,student367@university.edu,bits pilani,Tier-2,8.3,"web development, java","web development, mobile apps",hyderabad,bangalore
STU_0368,student 368,student368@university.edu,nit trichy,Tier-3,7.37,"web development, data analysis",web development,pune,hyderabad
STU_0369,student 369,student369@university.edu,bits pilani,Tier-1,8.58,"python, python",web development,hyderabad,pune
STU_0370,student 370,student370@university.edu,vit chennai,Tier-3,9.08,"machine learning, web development, data analysis","mobile apps, software development",bangalore,mumbai
STU_0371,student 371,student371@university.edu,iit bombay,Tier-1,8.84,"java, machine learning, sql, web development",ai/ml,hyderabad,bangalore
STU_0372,student 372,student372@university.edu,bits pilani,Tier-2,6.62,"python, web development, data analysis, java",software development,delhi,chennai
STU_0373,student 373,student373@university.edu,iit bombay,Tier-3,7.94,"machine learning, machine learning, java","software development, mobile apps",hyderabad,pune
STU_0374,student 374,student374@university.edu,nit trichy,Tier-1,6.81,"sql, machine learning, machine learning, python",software development,bangalore,bangalore
STU_0375,student 375,student375@university.edu,iit delhi,Tier-2,7.23,"sql, java, sql, python","software development, mobile apps",chennai,delhi
STU_0376,student 376,student376@university.edu,nit trichy,Tier-3,9.46,"machine learning, machine learning, python",ai/ml,pune,mumbai
STU_0377,student 377,student377@university.edu,bits pilani,Tier-3,6.93,"java, machine learning, web development, machine learning","ai/ml, data science",hyderabad,hyderabad
STU_0378,student 378,student378@university.edu,iit bombay,Tier-2,8.0,"python, python","mobile apps, ai/ml",pune,delhi
STU_0379,student 379,student379@university.edu,iit bombay,Tier-2,8.35,"machine learning, sql, web development, java","web development, software development",mumbai,delhi
STU_0380,student 380,student380@university.edu,vit chennai,Tier-2,8.61,"machine learning, sql, sql","ai/ml, data science",delhi,mumbai
STU_0381,student 381,student381@university.edu,iit bombay,Tier-2,8.18,"sql, data analysis, sql, python","software development, software development",delhi,hyderabad
STU_0382,student 382,student382@university.edu,vit chennai,Tier-2,6.53,"data analysis, web development","ai/ml, software development",mumbai,chennai
STU_0383,student 383,student383@university.edu,iit delhi,Tier-1,7.48,"machine learning, machine learning, data analysis",software development,mumbai,pune
STU_0384,student 384,student384@university.edu,bits pilani,Tier-3,8.05,"machine learning, python","data science, data science",hyderabad,hyderabad
STU_0385,student 385,student385@university.edu,vit chennai,Tier-2,6.76,"java, web development",ai/ml,mumbai,bangalore
STU_0386,student 386,student386@university.edu,iit delhi,Tier-2,7.55,"sql, sql, sql","ai/ml, mobile apps",chennai,delhi
STU_0387,student 387,student387@university.edu,iit bombay,Tier-2,6.6,"machine learning, java",mobile apps,pune,bangalore
STU_0388,student 388,student388@university.edu,iit bombay,Tier-3,6.74,"data analysis, data analysis, sql, sql","web development, mobile apps",pune,chennai
STU_0389,student 389,student389@university.edu,iit delhi,Tier-1,7.69,"sql, java, data analysis","mobile apps, ai/ml",bangalore,bangalore
STU_0390,student 390,student390@university.edu,iit bombay,Tier-2,6.9,"web development, web development, data analysis, java","software development, mobile apps",mumbai,hyderabad
STU_0391,student 391,student391@university.edu,iit delhi,Tier-2,8.2,"java, web development",web development,mumbai,bangalore
STU_0392,student 392,student392@university.edu,vit chennai,Tier-2,8.57,"java, machine learning","web development, software development",chennai,chennai
STU_0393,student 393,student393@university.edu,vit chennai,Tier-1,8.9,"sql, data analysis",web development,delhi,chennai
STU_0394,student 394,student394@university.edu,iit delhi,Tier-3,7.1,"machine learning, python, python","data science, web development",delhi,chennai
STU_0395,student 395,student395@university.edu,vit chennai,Tier-3,7.0,"web development, sql","data science, mobile apps",pune,hyderabad
STU_0396,student 396,student396@university.edu,vit chennai,Tier-2,6.81,"data analysis, machine learning, python, web development",mobile apps,pune,chennai
STU_0397,student 397,student397@university.edu,vit chennai,Tier-2,8.41,"machine learning, web development, web development",ai/ml,hyderabad,delhi
STU_0398,student 398,student398@university.edu,nit trichy,Tier-3,8.62,"python, web development",mobile apps,chennai,chennai
STU_0399,student 399,student399@university.edu,bits pilani,Tier-3,6.59,"web development, data analysis, web development","software development, data science",bangalore,bangalore
STU_0400,student 400,student400@university.edu,iit bombay,Tier-1,9.31,"sql, sql, java, java","ai/ml, mobile apps",bangalore,pune
STU_0401,student 401,student401@university.edu,nit trichy,Tier-2,6.66,"sql, java",mobile apps,chennai,bangalore
STU_0402,student 402,student402@university.edu,vit chennai,Tier-2,8.12,"web development, data analysis","software development, software development",bangalore,pune
STU_0403,student 403,student403@university.edu,iit delhi,Tier-2,8.63,"machine learning, web development, machine learning, sql","ai/ml, data science",delhi,bangalore
STU_0404,student 404,student404@university.edu,vit chennai,Tier-3,9.11,"machine learning, sql, python, machine learning","mobile apps, ai/ml",bangalore,hyderabad
STU_0405,student 405,student405@university.edu,bits pilani,Tier-3,8.64,"web development, sql, web development, java","web development, ai/ml",bangalore,bangalore
STU_0406,student 406,student406@university.edu,vit chennai,Tier-3,8.91,"machine learning, sql, web development, python",ai/ml,chennai,hyderabad
STU_0407,student 407,student407@university.edu,iit delhi,Tier-2,7.52,"machine learning, java, data analysis, python","mobile apps, software development",chennai,hyderabad
STU_0408,student 408,student408@university.edu,bits pilani,Tier-1,8.94,"sql, web development, web development",mobile apps,bangalore,chennai
STU_0409,student 409,student409@university.edu,vit chennai,Tier-3,6.74,"python, web development",ai/ml,mumbai,delhi
STU_0410,student 410,student410@university.edu,bits pilani,Tier-3,9.18,"sql, sql, web development",mobile apps,chennai,pune
STU_0411,student 411,student411@university.edu,iit bombay,Tier-1,8.14,"sql, data analysis, web development",data science,hyderabad,chennai
STU_0412,student 412,student412@university.edu,iit bombay,Tier-3,8.95,"machine learning, data analysis, web development, data analysis",web development,hyderabad,chennai
STU_0413,student 413,student413@university.edu,vit chennai,Tier-3,7.86,"machine learning, web development, python, machine learning",ai/ml,delhi,hyderabad
STU_0414,student 414,student414@university.edu,bits pilani,Tier-2,8.43,"data analysis, java",ai/ml,bangalore,hyderabad
STU_0415,student 415,student415@university.edu,iit delhi,Tier-2,8.08,"python, sql, sql","ai/ml, web development",mumbai,pune
STU_0416,student 416,student416@university.edu,vit chennai,Tier-2,8.69,"machine learning, machine learning, machine learning","mobile apps, ai/ml",delhi,bangalore
STU_0417,student 417,student417@university.edu,iit bombay,Tier-1,6.74,"java, machine learning, data analysis","software development, data science",bangalore,bangalore
STU_0418,student 418,student418@university.edu,iit bombay,Tier-2,6.68,"python, data analysis, sql, sql","web development, ai/ml",chennai,chennai
STU_0419,student 419,student419@university.edu,vit chennai,Tier-3,7.24,"sql, java","ai/ml, ai/ml",hyderabad,mumbai
STU_0420,student 420,student420@university.edu,bits pilani,Tier-1,6.98,"sql, web development","mobile apps, mobile apps",pune,mumbai
STU_0421,student 421,student421@university.edu,iit bombay,Tier-2,9.12,"sql, java, machine learning",software development,mumbai,bangalore
STU_0422,student 422,student422@university.edu,bits pilani,Tier-2,7.16,"machine learning, web development, sql, python",data science,pune,mumbai
STU_0423,student 423,student423@university.edu,iit bombay,Tier-2,9.43,"python, python","mobile apps, mobile apps",hyderabad,bangalore
STU_0424,student 424,student424@university.edu,iit bombay,Tier-3,7.51,"python, sql",ai/ml,pune,hyderabad
STU_0425,student 425,student425@university.edu,nit trichy,Tier-2,7.05,"data analysis, sql, sql, web development",software development,chennai,chennai
STU_0426,student 426,student426@university.edu,iit bombay,Tier-2,8.87,"data analysis, web development","mobile apps, ai/ml",bangalore,delhi
STU_0427,student 427,student427@university.edu,iit delhi,Tier-3,8.48,"java, data analysis, web development, data analysis",web development,chennai,chennai
STU_0428,student 428,student428@university.edu,vit chennai,Tier-2,7.99,"sql, data analysis, java, java","ai/ml, ai/ml",pune,bangalore
STU_0429,student 429,student429@university.edu,vit chennai,Tier-2,8.17,"web development, machine learning, java","software development, web development",chennai,bangalore
STU_0430,student 430,student430@university.edu,bits pilani,Tier-2,8.66,"sql, data analysis",ai/ml,hyderabad,chennai
STU_0431,student 431,student431@university.edu,iit bombay,Tier-1,7.19,"data analysis, sql",ai/ml,mumbai,pune
STU_0432,student 432,student432@university.edu,iit delhi,Tier-1,9.49,"java, java, python, data analysis",web development,chennai,bangalore
STU_0433,student 433,student433@university.edu,bits pilani,Tier-2,9.42,"sql, python, machine learning, python","web development, data science",hyderabad,mumbai
STU_0434,student 434,student434@university.edu,nit trichy,Tier-2,8.45,"python, web development","web development, data science",mumbai,mumbai
STU_0435,student 435,student435@university.edu,bits pilani,Tier-3,7.1,"web development, machine learning","ai/ml, ai/ml",bangalore,bangalore
STU_0436,student 436,student436@university.edu,bits pilani,Tier-2,8.54,"python, machine learning",software development,pune,bangalore
STU_0437,student 437,student437@university.edu,iit bombay,Tier-2,6.72,"java, python, java, data analysis",software development,bangalore,pune
STU_0438,student 438,student438@university.edu,nit trichy,Tier-2,6.59,"machine learning, data analysis, data analysis","ai/ml, mobile apps",delhi,mumbai
STU_0439,student 439,student439@university.edu,bits pilani,Tier-1,7.27,"sql, sql, data analysis, machine learning","mobile apps, data science",hyderabad,bangalore
STU_0440,student 440,student440@university.edu,iit delhi,Tier-2,7.89,"web development, java",data science,mumbai,bangalore
STU_0441,student 441,student441@university.edu,iit delhi,Tier-1,9.1,"web development, sql",software development,chennai,pune
STU_0442,student 442,student442@university.edu,vit chennai,Tier-3,8.68,"data analysis, java, python, java","ai/ml, data science",bangalore,pune
STU_0443,student 443,student443@university.edu,nit trichy,Tier-1,8.73,"machine learning, data analysis, machine learning","web development, data science",mumbai,chennai
STU_0444,student 444,student444@university.edu,nit trichy,Tier-2,7.78,"java, java, web development",web development,hyderabad,pune
STU_0445,student 445,student445@university.edu,vit chennai,Tier-1,7.54,"machine learning, java, sql, data analysis","software development, data science",delhi,delhi
STU_0446,student 446,student446@university.edu,bits pilani,Tier-3,7.61,"sql, data analysis, web development",software development,bangalore,mumbai
STU_0447,student 447,student447@university.edu,nit trichy,Tier-2,9.46,"web development, python, python, python","software development, data science",pune,chennai
STU_0448,student 448,student448@university.edu,iit delhi,Tier-2,6.62,"web development, web development, web development",ai/ml,mumbai,delhi
STU_0449,student 449,student449@university.edu,iit delhi,Tier-1,9.1,"web development, sql, python, python",web development,pune,bangalore
STU_0450,student 450,student450@university.edu,iit bombay,Tier-3,8.24,"python, data analysis, java","web development, ai/ml",mumbai,bangalore
STU_0451,student 451,student451@university.edu,nit trichy,Tier-2,7.82,"machine learning, data analysis, machine learning","software development, mobile apps",mumbai,chennai
STU_0452,student 452,student452@university.edu,bits pilani,Tier-3,8.68,"data analysis, java, machine learning",software development,hyderabad,pune
STU_0453,student 453,student453@university.edu,vit chennai,Tier-2,7.96,"machine learning, web development, data analysis",data science,hyderabad,bangalore
STU_0454,student 454,student454@university.edu,vit chennai,Tier-1,9.12,"machine learning, web development, sql","software development, web development",hyderabad,hyderabad
STU_0455,student 455,student455@university.edu,bits pilani,Tier-1,9.2,"java, machine learning, data analysis, java","software development, ai/ml",chennai,chennai
STU_0456,student 456,student456@university.edu,iit bombay,Tier-2,7.77,"java, sql, python","web development, ai/ml",mumbai,delhi
STU_0457,student 457,student457@university.edu,vit chennai,Tier-2,7.33,"python, python","web development, mobile apps",bangalore,chennai
STU_0458,student 458,student458@university.edu,nit trichy,Tier-1,8.28,"web development, java, java","software development, data science",pune,mumbai
STU_0459,student 459,student459@university.edu,iit bombay,Tier-3,9.24,"data analysis, python, java","web development, web development",hyderabad,pune
STU_0460,student 460,student460@university.edu,nit trichy,Tier-2,7.13,"data analysis, web development",ai/ml,hyderabad,pune
